,time_stamp,text,HASHTAG,count_hashtag
1627,2018-03-18,@MENTION I don’t get “men” like you and terry Gilliam. You see how many women have been attacked and abused with #MeToo and decide the problem is “mob rule” and “slutty chicks”!  You have a 4 yr old daughter and this is your conclusion??  I think you are scum.,[],0
1628,2018-03-18,"@MENTION OMG! This guy is either gay, or an idiot. But he should push for an assault charge on Perry. Wouldn’t that be awesome #metoo. Wonder if those women would love that.",[],0
1629,2018-03-18,#metoo 바로세우기!  @LINK ,[],0
1630,2018-03-18,"Has the workplace has been altered in meaningful and sustained ways, and can Miss America can be relevant in the #MeToo era?   @LINK …",[],0
1631,2018-03-18,Me too brother! But not in the #metoo sense  @LINK …,[],0
1632,2018-03-18,"I liked a @MENTION video  @LINK  Privitization, NRA, #MeToo Wall Street, Civil Service | Overtime with Bill Maher",[],0
1633,2018-03-18,"Shared earlier, but this is a really good nuanced take on the benefits of #metoo, why we need legal system reform and the next steps that need to happen for it to mean real change from @MENTION @LINK … pic.twitter.com/IBWePysrR7",[],0
1634,2018-03-18,2015年当時、東京で24時間体制のレイプクライシスセンターは1軒しかなかった。被害者をサポートする社会体制へと働きかけよう。#WeToo #wetoojapan #wetoogether #MeToo  @LINK …,"['WETOO', 'WETOOJAPAN', 'WETOOGETHER']",3
1635,2018-03-18,If women are constantly in competition with or wary of other women they'll never join forces or take over. And that's a shift we've slowly been seeing and one that's being pushed more aggressively with #MeToo Women aren't taking the gaslighting from men as gospel anymore.,[],0
1636,2018-03-18,"Jag gillade en video på @MENTION  @LINK  Våldtäkt, sexuella trakasserier - en sann historia. #metoo",[],0
1637,2018-03-18,"€75 + Ronny som att skatteplaneringsskandalen, om den kan kallas det, blir rubriken som puttar ut #metoo från finrumm...",[],0
1638,2018-03-18,#Resistance #TrumpRussia #BlueWave2018 #RussiaGate #MeToo #Parkland #April20 #Republicans #resist #MuellerTime #TheResistance #GunReformNow@MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION,"['RESISTANCE', 'TRUMPRUSSIA', 'BLUEWAVE2018', 'RUSSIAGATE', 'PARKLAND', 'APRIL20', 'REPUBLICANS', 'RESIST', 'MUELLERTIME', 'THERESISTANCE', 'GUNREFORMNOW']",11
1639,2018-03-18,- This could lead to some major changes in reporting of sexual assault not only on campus but across many industries #MeToo @MENTION @LINK …,[],0
1640,2018-03-18,"Proud to be part of this new anthology. It raises awareness, provides information, & helps fund support organizations @MENTION & @MENTION (even on ""new release"" sale ). If you have it already, a review from you will help others find it. #MeTooK12 #MeToo #survivors #YAlit @LINK …","['METOOK12', 'SURVIVORS', 'YALIT']",3
1641,2018-03-18,@MENTION #MeToo,[],0
1642,2018-03-18,Cover boy Trump  #ImpeachTrump #VoteThemOut #TrumpLies #Resist #Resign #UniteBlue #TrumpTrain #MAGA #ImWithHer #MeToo #TrumpTax #GOPTaxScam #ClimateChange #Jobs #NoBanNoWall pic.twitter.com/lbK0H9QxKp,"['IMPEACHTRUMP', 'VOTETHEMOUT', 'TRUMPLIES', 'RESIST', 'RESIGN', 'UNITEBLUE', 'TRUMPTRAIN', 'MAGA', 'IMWITHHER', 'TRUMPTAX', 'GOPTAXSCAM', 'CLIMATECHANGE', 'JOBS', 'NOBANNOWALL']",14
1643,2018-03-18,"HEY, HILLARY.  KEEP DIGGING #maga #tcot #trump #pjnet #TrumpTrain #DrainTheSwamp #METOO #kag pic.twitter.com/yyUSfKFLXN","['MAGA', 'TCOT', 'TRUMP', 'PJNET', 'TRUMPTRAIN', 'DRAINTHESWAMP', 'KAG']",7
1644,2018-03-18,@MENTION #MeToo,[],0
1645,2018-03-18,#MeToo Do women who think it's okay to touch a random mans muscles think it's okay to touch a random woman's ass? It's just a muscle....right??!  pic.twitter.com/YmzsUiBBn3,[],0
1646,2018-03-18,"#MeToo is not enough: it has yet to shift the power imbalances that would bring about gender equality via @MENTION  @LINK …A wise one. It's just a structural detail, but very nice at the end of the text to have a disclosure of third party financing!",[],0
1647,2018-03-18,@MENTION @MENTION @MENTION Thoughts of this?  James Bond had joined the #MeToo mob.  @LINK …,[],0
1648,2018-03-18,"To anyone that thinks #McCabe shouldn't have been fired, you must not know know the real Andy. What he did to a top female agent is DISGUSTING & her story needs to be heard. Sexual discrimination & destroying an agents life. #ReinstateRobynGritz#TimesUp#MeToo#McCabe @LINK …","['MCCABE', 'REINSTATEROBYNGRITZ', 'TIMESUP', 'MCCABE']",4
1649,2018-03-18,"@MENTION IT NEVER STOPS! Read through all this site, WOMAN'S HUNTING ASS'N  @LINK  and you may see, with the new #MeToo mob rule, it seems to be an annex, one for the other. @MENTION @MENTION To empower women with weapons, what could go wrong?",[],0
1650,2018-03-18,"@MENTION ‘SNL’ Imagines #MeToo Apology Spree By “Canada’s Harvey Weinstein,” Trots Out Impressions In ‘Jurassic Park’ Auditions  @LINK … via @MENTION",[],0
1651,2018-03-18,This year's #bestpicture winner is the first film in 34 years to not have a man in a lead role. Where's the coverage about the terrible track record of the #Academy honoring films showcasing women? #timesup #metoo #inclusionrider #shapeofwater #oscars @LINK …,"['BESTPICTURE', 'ACADEMY', 'TIMESUP', 'INCLUSIONRIDER', 'SHAPEOFWATER', 'OSCARS']",6
1652,2018-03-18,"""#MeToo and related expressions of anger are failing to fix causes that increase macho-driven #gender power imbalances. This means we need real, practical solutions to bridge the gender divide and stop supporting toxic #masculinity.""  @LINK … #genderequality","['GENDER', 'MASCULINITY', 'GENDEREQUALITY']",3
1653,2018-03-18,@MENTION #metoo,[],0
1654,2018-03-18,"Julie Plec would rethink ""The Vampire Diaries"" in age of #MeToo  @LINK ",[],0
1655,2018-03-18,@MENTION @MENTION Why does she keep grabbing his thigh.#metoo,[],0
1656,2018-03-18,Autumn 2013 Koch WI Dir Mark Block sent Bannon to SCL to help #Brexit.9/9/13 Moscow Miss Universe(Trump announced 6/18/13)met Putin+Oligarchs!#TrumpRussia #TrumpColluded #NeverAgain #Charlottesville #BlackLivesMatter #WomensMarch #MeToo #TheResistance @LINK …,"['BREXIT', 'TRUMPRUSSIA', 'TRUMPCOLLUDED', 'NEVERAGAIN', 'CHARLOTTESVILLE', 'BLACKLIVESMATTER', 'WOMENSMARCH', 'THERESISTANCE']",8
1657,2018-03-18,@MENTION #MeToo but I will see your Drew Remenda and raise you a Jack Michaels. #encyclopediasarelonggone,['ENCYCLOPEDIASARELONGGONE'],1
1658,2018-03-18,@MENTION #MeToo and the evolution of man  @LINK … via @MENTION,[],0
1659,2018-03-18,Ellen Barkin surprises Hollywood with cryptic response to Terry Gilliam’s controversial #MeToo remarks  @LINK … #TimesUp,['TIMESUP'],1
1660,2018-03-18,"Hollywood director Terry #Gilliam under fire for comparing #MeToo to 'mob rule' , and this moves it! #mobrule No free speech? Sickening! @LINK …","['GILLIAM', 'MOBRULE']",2
1661,2018-03-18,"@MENTION #metoo #balancetonporc il me semble qu'on ne parle pas de quelque artistes #censureGrande Bretagne Un rapport met au  jour l'incapacité des autorités à empêcher le viol de près de 1400  jeunes filles sur une période de 16 ans à Rotherham, dans le Yorkshire.","['BALANCETONPORC', 'CENSUREGRANDE']",2
1662,2018-03-18,@MENTION #MeToo,[],0
1663,2018-03-18,#MeToo is not enough: it has yet to shift the power imbalances that would bring about gender equality  @LINK … via @MENTION,[],0
1664,2018-03-18,"Clueless state lawmakers thinks MA statehouse entrance named for historical figure is a ""Me Too"" moment.   @LINK  #GeneralHookerEntrance #MeToo #Massachusetts #statehouse #CivilWar #history #clueless pic.twitter.com/FGKJMR2JD9","['GENERALHOOKERENTRANCE', 'MASSACHUSETTS', 'STATEHOUSE', 'CIVILWAR', 'HISTORY', 'CLUELESS']",6
1665,2018-03-18,"Following the #MeToo revelations, journalist and creative writer Sian Norris let her imagination run wild to envision a global feminist revolution. This is her dispatch from a feminist future:  @LINK … via @MENTION. #TimeisNow",['TIMEISNOW'],1
1666,2018-03-18,Margaret Atwood faces backlash for #MeToo op-ed | CBC News  @LINK @LINK … ➜  @LINK @LINK … pic.twitter.com/Zs4WigNysz,[],0
1667,2018-03-18,'Prisoners are people first': America's inmates are ready for their #MeToo moment  @LINK ,[],0
1668,2018-03-18,Why vampires aren't as sexy in the age of #MeToo  @LINK …,[],0
1669,2018-03-18,@MENTION @MENTION @MENTION @MENTION So you think that's grounds to call for him to lose up coming roles & him not losing any work says more about his employers than the #MeToo Movement that was calling for him to lose work.  Does Freedom of Speech still exist in the US as to me it sounds like its dead or dying.,[],0
1670,2018-03-18,"@MENTION @MENTION I mean, that's kind of subjective, but the pressure from the left is what burned him. Same for weinstein. Unless you're arguing that #metoo is a conservative movement",[],0
1671,2018-03-18,@MENTION #metoo,[],0
1672,2018-03-18,The latest Enjoy LA!  @LINK … #metoo,[],0
1673,2018-03-18,***CASTING CALL 3 ***2 Female actors1 Female director Details below.#women #woman #ladies #theatre #london #actor #actress #director #producer #casting #talent #opportunities #script #castingcall#TimesUp #MeToo #actorlife pic.twitter.com/ul0zzi8fA8,"['WOMEN', 'WOMAN', 'LADIES', 'THEATRE', 'LONDON', 'ACTOR', 'ACTRESS', 'DIRECTOR', 'PRODUCER', 'CASTING', 'TALENT', 'OPPORTUNITIES', 'SCRIPT', 'CASTINGCALL', 'TIMESUP', 'ACTORLIFE']",16
1674,2018-03-18,@MENTION @MENTION @MENTION Re: Damon - you're backpedaling. Earlier you said that all famous men that spoke out against #metoo were accused of misconduct with no details. You have yet to name any of these famous men who were falsely accused. Who were they?,[],0
1675,2018-03-18,"Haha hilarious!! Better watch out Jim, next thing you know she’s gonna be like  #metoo @MENTION touched my peepee this one time...before..like.....well I can’t remeber exact dates but he touched it for sure! ",[],0
1676,2018-03-18,***CASTING CALL 3 ***2 Female actors1 Female director Details below.#women #woman #ladies #theatre #london #actor #actress #director #producer #casting #talent #opportunities #script #castingcall#TimesUp #MeToo #actorlife pic.twitter.com/pvv6plsu3h,"['WOMEN', 'WOMAN', 'LADIES', 'THEATRE', 'LONDON', 'ACTOR', 'ACTRESS', 'DIRECTOR', 'PRODUCER', 'CASTING', 'TALENT', 'OPPORTUNITIES', 'SCRIPT', 'CASTINGCALL', 'TIMESUP', 'ACTORLIFE']",16
1677,2018-03-18,@MENTION @MENTION ummm.....doesn't Glenn Thrush still work for you? smh.... #MeToo,[],0
1678,2018-03-18,@MENTION #metoo,[],0
1679,2018-03-18,"Hypocrites #LeahRemini, #MikeRinder proclaim ‘We have avoided trial by media’ then plant press statement to discredit 4 alleged sexual assault, rape victims w/bogus conspiracy theory @MENTION @MENTION #Women #metoo  pic.twitter.com/EWHZzgoqSz","['LEAHREMINI', 'MIKERINDER', 'WOMEN']",3
1680,2018-03-18,this is BS right? #metoo  pic.twitter.com/F9VWhx7fUC,[],0
1681,2018-03-18,Why doesn't @MENTION call out @MENTION for undermining the #BatmanByelection and for victim blaming? Or do the @MENTION leaders only target powerless/ voiceless members? #metoo #auspol @LINK …,"['BATMANBYELECTION', 'AUSPOL']",2
1682,2018-03-18,When will black people finally get their #metoo moment?  @LINK …,[],0
1683,2018-03-18,The latest Foxy Plus News!  @LINK … #foxnewssunday #metoo,['FOXNEWSSUNDAY'],1
1684,2018-03-18,@MENTION I have right to refuse sex with anyone anywhere anytime.  Otherwise that would be rape. Insanity. #MeToo,[],0
1685,2018-03-18,@MENTION @MENTION I legit Lol'd at this. Not that #Metoo is anything to joke about.,[],0
1686,2018-03-18,@MENTION @MENTION #MeToo,[],0
1687,2018-03-18,"Jill Abramson racconta un caso di molestie vecchio di 20 anni su un giudice della corte suprema. E su Repubblica in edicola domani (o su Rep:  @LINK …) spiega perché è importante oggi #MeToo #himtoo ""Le storie delle pessime abitudini degli uomini sono ovunque"" pic.twitter.com/GPxWu9hzG1",['HIMTOO'],1
1688,2018-03-18,"As a modern day Scribe, #MeToo #OthersToo, remain Yours truly: the ""SQUARE"" with ""COMPASSION"". Past actions by the most powerful, increase in number when kept shrouded under a cloak of secrecy. Victims forced to defend the indefensible: deny, deny, deny all; cover-up the norm!!",['OTHERSTOO'],1
1689,2018-03-18,Grammys could have #MeToo moment but industry has far to go - Entertainment - CBC New…  @LINK @LINK … ➜  @LINK @LINK … pic.twitter.com/dSLBWlBRk2,[],0
1690,2018-03-18,"4 years on and I’m in a better place, with better people and I’m living my best life. Nothing and no one will ever change that, never again. #metoo",[],0
1691,2018-03-18,A great article in @MENTION from  @MENTION  says that the #MeToo movement is not enough as it still hasn't shifted the power imbalances that will bring about gender equality  @LINK ,[],0
1692,2018-03-18,thoughts? #metoo  pic.twitter.com/XNNQUAdTZQ,[],0
1693,2018-03-18,زنان خيابان‌خواب هم دچار تعرض مى‌شوند، حتى بيشتر از سلبريتى‌ها؛ اما کسی صدای #من_هم #Metoo آنها را نمى‌شنود  @LINK …,['من_هم'],1
1694,2018-03-18,@MENTION Congratulations and Thank you!!! Well deserved!! #MeToo,[],0
1695,2018-03-18,The latest Conservative Nation Media Daily ®!  @LINK … #metoo #foxnewsworld,['FOXNEWSWORLD'],1
1696,2018-03-18,"@MENTION has no '#MeToo' story, jokingly says her nose kept predators away  @LINK  #FoxNews #NoDoubt First truth she's spoken in years.","['FOXNEWS', 'NODOUBT']",2
1697,2018-03-18,"La diferencia entre el #MeToo y Telford es que en el primero, son mujeres con cierto status social, el Telford son niñas, no es que en un caso son blancos y en otro inmigrantes.",[],0
1698,2018-03-18,Cayetana también compara lo lejos que ha llegado el #MeToo frente al caso de Telford. Creo que debo recordarle que lo que desencadenó el #MeToo fue un sistema de abuso impune que duró mucho tiempo por el silencio hasta que las víctimas hablaron y se movieron.,[],0
1699,2018-03-18,#성폭력 #성폭행 #성추행 #성희롱 #면죄부 #2차피해 #갑을관계 #인권유린 #가혹행위 #책임회피 #진실은폐 #증거인멸 #솜방망이 #metoo #with_you #사실적시_명예훼손 @LINK …,"['성폭력', '성폭행', '성추행', '성희롱', '면죄부', '2차피해', '갑을관계', '인권유린', '가혹행위', '책임회피', '진실은폐', '증거인멸', '솜방망이', 'WITH_YOU', '사실적시_명예훼손']",15
1700,2018-03-18,"Even if you only tell yourself, speaking up about #sexualabuse can help you begin to heal #MeToo   @LINK …",['SEXUALABUSE'],1
1701,2018-03-18,"As a single mother, I owed it to my son to share my #MeToo story  @LINK … @MENTION",[],0
1702,2018-03-18,@MENTION If the @MENTION protects @MENTION against allegations from 15 women and @MENTION wont leave him after a claimed affair with #StormyDaniels then I guess @MENTION could rest easy. #MeToo seems like it was only intrerested in one man.  The rest were side pieces. Imho,['STORMYDANIELS'],1
1703,2018-03-18,"The #MeToo movement and resistance to President Trump have put the unequal treatment of women in the workplace in the spotlight. And as public outcry spreads, corporate America is slowly responding.  @LINK  pic.twitter.com/3BpyOCjLLh",[],0
1704,2018-03-18,@MENTION #metoo,[],0
1705,2018-03-18,#MeToo  @LINK …,[],0
1706,2018-03-18,The Systematic Crushing of a #MeToo Pioneer  @LINK …,[],0
1707,2018-03-18,The latest Pet Life!  @LINK … #metoo,[],0
1708,2018-03-18,#metoo  @LINK …,[],0
1709,2018-03-18,@MENTION leaders want to expel leakers but refused to expel rapists due to concerns about natural justice (code for apologism). #metoo #auspol @LINK …,['AUSPOL'],1
1710,2018-03-18,"Parliament Hill isn't immune to allegations of sexual misconduct in the wake of the #MeToo movement, but all three parties have yet to report the outcome of investigations.  @LINK ",[],0
1711,2018-03-18,ho hum starting a #metoo sub-hashtag for people who were only allowed one showbag at the easter show #mealso,['MEALSO'],1
1712,2018-03-18,FUCK YEAH STARTING A #METOO SUB-HASHTAG FOR PEOPLE WHO WERE ONLY ALLOWED ONE SHOWBAG AT THE EASTER SHOW #MEALSO,['MEALSO'],1
1713,2018-03-18,@MENTION @MENTION That's the hypocrisy of what the #Metoo movement has become.,[],0
1714,2018-03-18,Written by Pharewings who is an amazing chain mailler and a wonderful friend!! @MENTION @MENTION #Metoo #bleedpurple #1reasonwhy @LINK …,"['BLEEDPURPLE', '1REASONWHY']",2
1715,2018-03-18,In my years as a reporter I’ve learned that the main people who are intimidated by lawyers are other lawyers. That’s what they’re paid for. #MeToo,[],0
1716,2018-03-18,Why vampires aren't as sexy in the age of #MeToo  @LINK …OH GREAT.....MORE BORING SHIPS HEADED OUR WAY  *ROLLS EYES*,[],0
1717,2018-03-18,Greatest report on Trump-Mercer-Kochs-Putin by @MENTION The Guardian-told by Christopher Wylie (SCL-CA The Brain).Traitors will hang.#TrumpRussia #TrumpColluded #NeverAgain #Charlottesville #BlackLivesMatter #WomensMarch #MeToo #TheResistance @LINK … @LINK …,"['TRUMPRUSSIA', 'TRUMPCOLLUDED', 'NEVERAGAIN', 'CHARLOTTESVILLE', 'BLACKLIVESMATTER', 'WOMENSMARCH', 'THERESISTANCE']",7
1718,2018-03-18,"Who am I? I am noise, I am empowered, I am passionate, I am motivated, and I'm fighting back. This is my #metoo story - and response. #speakingup #feminism #newmusic @LINK …","['SPEAKINGUP', 'FEMINISM', 'NEWMUSIC']",3
1719,2018-03-18,#MeToo is not enough: it has yet to shift the power imbalances that would bring about gender equality  @LINK …,[],0
1720,2018-03-18,@MENTION @MENTION BYU also expelled rape victims for violating the school’s honor code when PolMeth decided to host its conference there. #MeToo,[],0
1721,2018-03-18,"@MENTION And for those of us who chose to not diminish who we are, what we can do... sometimes I think the whole #metoo thing, while much needed, is too late for these of us in our 50s who were denied our place in the sun because we dared to not be doormats. Le sigh. :( #FuckPatriarchy",['FUCKPATRIARCHY'],1
1722,2018-03-18,@MENTION In the #metoo world @MENTION airing a male rape story getting called awkward and uncomfortable is what is really wrong #coronationstreetdavid,['CORONATIONSTREETDAVID'],1
1723,2018-03-18,@MENTION @MENTION @MENTION @MENTION @MENTION @MENTION LMAO! #metoo ,[],0
1724,2018-03-18,"Sunday Rewind: From February 10, 2018@MENTION:20pm  Director Michael Haneke condemns ‘witch-hunt’ and ‘new puritanism’ of #MeToo wave ║  @LINK … Archived in  #AFP",['AFP'],1
1725,2018-03-18,"@MENTION @MENTION @MENTION Us knowing the details allows us to know if he;'s actually guilty or not , Matt Damon wasn't accused of a sex crime but he was dragged over hot coals & #MeToo was calling for him to lose up coming roles which is just as bad as it's taking food out of the mouths of his family",[],0
1726,2018-03-18,"When Michigan State is trending, hope charges are coming for the Olympics scandal but remember there's no justice. Just basketball #metoo  pic.twitter.com/6b5vcmloJN",[],0
1727,2018-03-18,@MENTION @MENTION @MENTION @MENTION #MeToo  That's because it doesn't make a fucking difference.  #MAGA,['MAGA'],1
1728,2018-03-18,The latest Renee LIVE's Your View News!  @LINK … #foxnewssunday #metoo,['FOXNEWSSUNDAY'],1
1729,2018-03-18,"@MENTION Hi--think you'll be interested in new book just released--about true historyMakers (as well as troubleMakers):#TheWomansHour: The Great Fight for the Vote @MENTION. The Suffragists were the original #ShePersisted, #MeToo movement of women changing all the rules.  pic.twitter.com/X8CzJYUMOV","['THEWOMANSHOUR', 'SHEPERSISTED']",2
1730,2018-03-18,#metoo I was starkly reminded on this today when the guy that raped me messaged me on a website using a new profile. How can someone be like and not have a care in the world! Does he realise what he put me through!,[],0
1731,2018-03-18,"@MENTION The @MENTION organisation has found that since the #MeToo movement, around 50% of male managers in the US are uncomfortable participating in work activities with women. This is a great article on how to take sexual harassment in the workplace seriously  @LINK  pic.twitter.com/CnienkIEDh",[],0
1732,2018-03-18,#Facebook Mujer 3.0 #metoo #MeTooMx #ConsultingCompany #Empresas #coaching #Mexico #coach #CDMX #workshop #mujer #HeForShe #inclusion #Equality #Marzo #influencers #LunesDeGanarSeguidores #MondayMotivation #IgualdadNiMasNimenos #Marketing #comunicacion #capacitybuilding pic.twitter.com/2QWeDS4tj7,"['FACEBOOK', 'METOOMX', 'CONSULTINGCOMPANY', 'EMPRESAS', 'COACHING', 'MEXICO', 'COACH', 'CDMX', 'WORKSHOP', 'MUJER', 'HEFORSHE', 'INCLUSION', 'EQUALITY', 'MARZO', 'INFLUENCERS', 'LUNESDEGANARSEGUIDORES', 'MONDAYMOTIVATION', 'IGUALDADNIMASNIMENOS', 'MARKETING', 'COMUNICACION', 'CAPACITYBUILDING']",21
1733,2018-03-18,"@MENTION receives award for @MENTION, human rights advocacy  @LINK … via @MENTION cc: @MENTION @MENTION @MENTION @MENTION #TimesUp #MeToo",['TIMESUP'],1
1734,2018-03-18,WATCH: Katy Perry Gives Teenager A #MeToo Moment  @LINK …  Told yah these skanks sell their souls,[],0
1735,2018-03-18,Tar Heels going to join the #MeToo movement tomorrow after this ass raping#MarchMaddness,['MARCHMADDNESS'],1
1736,2018-03-18,"When Kobe Bryant wins an Academy Award amidst the #MeToo campaign, it makes you realize how much progress needs to be made.",[],0
1737,2018-03-18,Le féminisme intersectionnel n'existe pas.Ce n'est qu'un nouveau terme pour permettre à certaines femmesd'être ouvertement racistes en jouant les victimes.Ethnocentriques à l'os...#metoo #moiaussi #cultureduviol @LINK …,"['MOIAUSSI', 'CULTUREDUVIOL']",2
1738,2018-03-18,The latest The Amanda Marcotte Daily!  @LINK … Thanks to @MENTION @MENTION @MENTION #thisisus #metoo,['THISISUS'],1
1739,2018-03-18,Same applies for landlords of any kind. Mine started tripping when I changed the lock so he couldn't get in anymore.After stealing quite a lot of stuff.#metoo  @LINK …,[],0
1740,2018-03-18,"@MENTION Ma se la violenza femminile arriva a massacrare una ragazza perché la capo branco di colore si è invaghita del ragazzo di colore che l'ha protetta, lei continua con la violenza sempre dei bulli (uomini),il #Femminicidio il #MeToo e daje #NonUnaDiMeno ?Legga prima di scrivere.","['FEMMINICIDIO', 'NONUNADIMENO']",2
1741,2018-03-18,"Ok, one reporter has gone into this to discover what it has been always very well known. So, as it can be argued, time is mature enough to forget #metoo and go the next step  #dataismine @LINK …",['DATAISMINE'],1
1742,2018-03-18,The latest Tait Daily News!  @LINK … #foxnewssunday #metoo,['FOXNEWSSUNDAY'],1
1743,2018-03-18,"#MeToo is not enough: it has yet to shift the power imbalances that would bring about #gender #equality What is needed is real, practical solutions to bridge the gender divide and stop supporting toxic masculinity @LINK … via @MENTION","['GENDER', 'EQUALITY']",2
1744,2018-03-18,The latest The Fiverr Girl Daily!  @LINK … #blackpanther #metoo,['BLACKPANTHER'],1
1745,2018-03-18,Ellen Barkin Says “Never Get Into An Elevator Alone With Terry Gilliam” After His Criticism Of #MeToo Movement #threesome @LINK ,['THREESOME'],1
1746,2018-03-18,WHAT YOU HAVE TO SAY IS IMPORTANT.SO SPEAK UP.#Metoo #speakup #youarestrong,"['SPEAKUP', 'YOUARESTRONG']",2
1747,2018-03-18,Let’s be real. All the ladies who cried #MeToo also took the money and ran at one point. #NeverForget ,['NEVERFORGET'],1
1748,2018-03-18,RT) 도와주세요 #미투 #미투운동 #metoo  @LINK …,"['미투', '미투운동']",2
1749,2018-03-18,Bra skrivet Elisabet Höglund! Detta genomsyrar hela vårt samhälle idag. Och då menar jag inte bara #metoo  @LINK ,[],0
1750,2018-03-18,Larry Elder sit yo a** down! Campaign money 4 #OmarNavarro Latinos4Tump? Corrupt & dirty laundry #MeToo AIN'T havin it...BoyByeGo #AuntieMaxine Go! @MENTION@MENTION@MENTION@MENTION@MENTION@MENTION@MENTION@MENTION@MENTION  pic.twitter.com/RJB5HyelFQ,"['OMARNAVARRO', 'AUNTIEMAXINE']",2
1751,2018-03-18,@MENTION@MENTION#StormyDaniels#metoo  pic.twitter.com/mQpBoM4VAP,['STORMYDANIELS'],1
1752,2018-03-18,#MeToo  @LINK …,[],0
1753,2018-03-18,"@MENTION @MENTION Or hey, let's talk about how it was Tarana Burke who literally started the #MeToo movement in the first place, meant for BIWOC, and then Alyssa Milano hijacked it and took credit for it  which is erasure and bull shit.",[],0
1754,2018-03-18,Man kisses unknown woman: harassment. @MENTION kisses unknown man: harassment. Stop the #DoubleStandards #metoo,['DOUBLESTANDARDS'],1
1755,2018-03-18,#MeToo  @LINK …,[],0
1756,2018-03-18,The latest The  Selfish Meme  Daily!  @LINK … #metoo,[],0
1757,2018-03-18,Director Terry Gilliam compares #MeToo to 'mob rule'  @LINK …,[],0
1758,2018-03-18,"@MENTION @MENTION @MENTION The only thing knowing details would do is to allow you or me to rationalize it away, ""Oh, he groped you? that's not as bad as...""Re: your second point, Matt Damon spoke ""aginst"" #metoo and was not accused of anything that I can find. Perhaps you have examples.",[],0
1759,2018-03-18,@MENTION@MENTION@MENTION#StormyDaniels#metoo  pic.twitter.com/eh8ppCuH8Y,['STORMYDANIELS'],1
1760,2018-03-18,Hollywood condemns Terry Gilliam for #MeToo comments // The US elected a self confessed molester & some women did sleep with Weinstein for ambition. So there is a big contradiction in US society & in Hollywood.   @LINK …,[],0
