975627911339245573,2018-03-18,06:59:55,UTC,themicwic,@catawu @ChrisWoodOliver I believe he’s correct when he says that there have always been and will always be people in power abusing that power for sex.  I’m sure the #MeToo movement will impede some but it will still happen.,0,0,0,#MeToo
975627724512522240,2018-03-18,06:59:10,UTC,SocialNSydney,"Terry Crews knows that Hollywood ""is a very violent place."" But he's fighting for the #MeToo movement at any cost  https://www.buzzfeed.com/alannabennett/terry-crews-and-hollywood?utm_term=4ldqpgc&bftwnews#4ldqpgc … pic.twitter.com/Ili2qwJGwV",0,0,0,"#MeToo,#4ldqpgc"
975627703205294082,2018-03-18,06:59:05,UTC,info_RI,Menolak bungkam soal pemerkosaan di Kazakstan yang konservatif: Kampanye 'jangan berdiam' di Kazakstan untuk membicarakan pemerkosaan secara terbuka demi mengubah sikap masyarakat sudah dimulai sebelum maraknya kampanye global #MeToo.  http://dlvr.it/QLYBYB  | #infoRI,0,0,0,"#MeToo,#infoRI"
975627522380623874,2018-03-18,06:58:22,UTC,npnikk,"Barbra Streisand has no '#MeToo' story, jokingly says her nose kept predators away  http://www.foxnews.com/entertainment/2018/03/18/barbra-streisand-has-no-metoo-story-jokingly-says-her-nose-kept-predators-away.html …",0,0,1,#MeToo
975627498636521472,2018-03-18,06:58:16,UTC,redlady09,"Saw ad celebrating 65 The Today Show,my issue #MattLauer. Y was he left in this ad? #He Sexually Harassed women who also worked there!Maybe @NBCNews should replace him with their pictures!They should think every time the ad runs those women have 2 C him! #MeToo #TimesUp #Speakup",0,0,1,"#MattLauer,#He,#MeToo,#TimesUp,#Speakup"
975627398443159554,2018-03-18,06:57:52,UTC,vnuek,"Barbra Streisand has no '#MeToo' story, jokingly says her nose kept predators away  http://www.foxnews.com/entertainment/2018/03/18/barbra-streisand-has-no-metoo-story-jokingly-says-her-nose-kept-predators-away.html …",1,1,0,#MeToo
975627363814748160,2018-03-18,06:57:44,UTC,2Videoo,"The breathing #catMore #videos, more #fun. All in:  https://www.facebook.com/2video.us/  #innovation #AusOpen #Japan #HongKong #China #MeToo #HKRacing #Trump #biu #funnyvideos #funny #funnypics #SuperBowl pic.twitter.com/TxBXzVayRV",0,0,4,"#catMore,#videos,#fun,#innovation,#AusOpen,#Japan,#HongKong,#China,#MeToo,#HKRacing,#Trump,#biu,#funnyvideos,#funny,#funnypics,#SuperBowl"
975627307367915521,2018-03-18,06:57:31,UTC,stopdvinjapan,岩本健太が私に暴力を一年半におよびふるい続けたという事実は消すことも曲げることもできない @soundhd00 #metoo       #DomesticViolence #soundhairdesign #岩本健太 #サウンドヘアデザイン pic.twitter.com/K9m4o1Z9fD,0,1,1,"#metoo,#DomesticViolence,#soundhairdesign,#岩本健太,#サウンドヘアデザイン"
975627081806643205,2018-03-18,06:56:37,UTC,JantaKaReporter,"Kerala MP's wife alleges sexual harassment, MLA's son files police complaint against her #MeToo  http://www.jantakareporter.com/india/kerala-mps-wife-alleges-sexual-harassment-mlas-son-files-police-complaint/177262/ …",0,4,14,#MeToo
975627026186031104,2018-03-18,06:56:23,UTC,POPE6969,We would accept her apology by way of her panties being taken off...#FIFA#PantiesOff#MeToo#TimesUpFootball presenter Lynsey Hipgrave apologises for FA Cup gaffe live on BBC - The Sun https://apple.news/A0u57_Id4SWy4ikYsjaIfIA …,0,0,0,"#FIFA,#PantiesOff,#MeToo,#TimesUpFootball"
975627007907254272,2018-03-18,06:56:19,UTC,EBPPRO,EBP-PRO NEWS : Corée du Sud: une irréductible de Samsung est la championne #MeToo  https://goo.gl/fb/7AK3x5 ,0,0,0,#MeToo
975626928777396224,2018-03-18,06:56:00,UTC,BuzzFeedNews,"Terry Crews knows that Hollywood ""is a very violent place."" But he's fighting for the #MeToo movement at any cost  https://www.buzzfeed.com/alannabennett/terry-crews-and-hollywood?utm_term=4ldqpgc&bftwnews#4ldqpgc … pic.twitter.com/ukeUkWsfRC",3,97,412,"#MeToo,#4ldqpgc"
975626921785643009,2018-03-18,06:55:59,UTC,HarbiFaiza,"@RonanFarrow It happens to a lot of victims of abuse.It's survival. Not whatever BS and gratuitous (not so much: @AsiaArgento spoke out, Italian men are scared to see women speak; they have a lot to say) attack on her saying ""she wanted it"". Italy, we see you.#MeToo",0,1,2,#MeToo
975626870594052096,2018-03-18,06:55:46,UTC,Sskeptictank,"@AlanDersh Alan ""lolita express"" dershowitz has something to say #MeToo",0,0,0,#MeToo
975626691417722882,2018-03-18,06:55:04,UTC,RachelintheOC,The Powerful Truth: Why So Many Women Won't Report Sexual Abuse by @GarryRodgers1  https://buff.ly/2ofG9PF  via @RachelintheOC #SexualAbuse #MeToo #MondayBlogs An Ex- #SexCrimes investigator shares his experiences and hopes for the future for survivors. Thoughts?,3,7,10,"#SexualAbuse,#MeToo,#MondayBlogs,#SexCrimes"
975626635381702656,2018-03-18,06:54:50,UTC,aiglemalin,"@VerlaineDJENI Etrange, les #BalanceTonPorc et les #MeToo n'en font pas la moindre mention ... Comment expliquer le silence de ces chiennes de garde de l'indignation féministe ?",0,1,10,"#BalanceTonPorc,#MeToo"
975626610102751232,2018-03-18,06:54:44,UTC,SylviaKPersson,Från #Metoo till #Iwill Anmäl dig idag! https://www.linkedin.com/pulse/fr%C3%A5n-metoo-till-iwill-sylvia-persson/?published=t …,0,0,0,"#Metoo,#Iwill"
975626607237873664,2018-03-18,06:54:44,UTC,Delib_Sarcastic,@IrelandSanFran @GavinNewsom @HHumphreysFG @GateKeeper1776 @LydiLouiKats So much for #MeToo huh Lydia?,0,0,0,#MeToo
