id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,location,hashtags,link,retweet,quote_url
1072872667815002112,1072872667815002112,1544627751000,2018-12-12,08:15:51,MST,386615759,liangyanr,Ianni Leung,,应该意识到，合格的、没有 #MeToo 污点的大法官至少好几位。这个单一裁决并不能洗清他是个戏精、撒谎者、为上位无所不用其极的投机份子。 况且，最关键要看，如果需要裁定「司法部能否起诉现任总统」时，他怎么站队？#KavaNo https://twitter.com/mranti/status/1072864535814516736 …,,['https://twitter.com/mranti/status/1072864535814516736'],[],1,4,6,,"['#metoo', '#kavano']",https://twitter.com/Liangyanr/status/1072872667815002112,,https://twitter.com/mranti/status/1072864535814516736
1072834995432157189,1072834995432157189,1544618769000,2018-12-12,05:46:09,MST,2219041999,womanyeditor,womany,,今年九月，麦当劳员工大动作起身抗议，呼吁麦当劳不要再漠视性骚扰案件。一起看 #MeToo 运动如何从政治、演艺圈走向蓝领阶层。   https://womany.net/read/article/17372?utm_campaign=integromat&utm_medium=social&utm_source=twitter …,,['https://womany.net/read/article/17372?utm_campaign=integromat&utm_medium=social&utm_source=twitter'],[],0,0,0,,['#metoo'],https://twitter.com/womanyeditor/status/1072834995432157189,,
1072761055636541440,1072761055636541440,1544601141000,2018-12-12,00:52:21,MST,985165629538820096,zhuoyinre,zhuoyinre,,「如果洁身自爱，性侵害就不会找上你」：#Metoo 一年了，世界改变了吗？  https://ift.tt/2SJ0wlY ,,['https://ift.tt/2SJ0wlY'],[],0,0,0,,['#metoo'],https://twitter.com/zhuoyinre/status/1072761055636541440,,
1072758878306070528,1072758878306070528,1544600622000,2018-12-12,00:43:42,MST,1251957012,watering76,Daphne Lee,,「要保护自己」原本是善意，怎么变成毒药了呢？看图了解更多！ 延伸阅读： 关于Only Yes means yes更多你可能忽略的事实  https://goo.gl/5fuvHc  影片：为什么我们会责怪被害者  https://goo.gl/bVwqmk  #Metoo #OnlyYesmeansyes #性侵 #我也是 pic.twitter.com/p49TMIJ31n,,"['https://goo.gl/5fuvHc', 'https://goo.gl/bVwqmk']",['https://pbs.twimg.com/media/DuMzrS2UwAA4nJL.jpg'],0,3,13,,"['#metoo', '#onlyyesmeansyes', '#性侵', '#我也是']",https://twitter.com/watering76/status/1072758878306070528,,
1072737531731607553,1072737531731607553,1544595532000,2018-12-11,23:18:52,MST,2450969401,amnestychinese,国际特赦组织中文,,2018年，东亚各国推行的种种压制性措施令人忧虑，我们看见公民社会空间日渐紧缩、律师及人权捍卫者被镇压、各国在废除死刑的问题上进展悲观。  但 #metoo 运动以及承认同性伴侣关系方面的积极迹象，让我们在迈入2019年之际仍能看到一些曙光。   http://amn.st/6016EH45C ,,['http://amn.st/6016EH45C'],[],1,1,4,,['#metoo'],https://twitter.com/amnestychinese/status/1072737531731607553,,
1072519452556754946,1072519452556754946,1544543538000,2018-12-11,08:52:18,MST,142802093,koyanagilulu,koyanagilulu,,哦耶～夜夜夜～给我喝ㄋㄟㄋㄟ #梦魔的游记 #梦魔の纪行 #催眠疗法 #喝ㄋㄟㄋㄟ #伊藤润二 #神交 #metoo #变态医生  https://www.instagram.com/p/BrQLO56AtuH/?utm_source=ig_twitter_share&igshid=51oscmjgn7nn …,,['https://www.instagram.com/p/BrQLO56AtuH/?utm_source=ig_twitter_share&igshid=51oscmjgn7nn'],[],0,0,0,,"['#梦魔的游记', '#梦魔の纪行', '#催眠疗法', '#喝ㄋㄟㄋㄟ', '#伊藤润二', '#神交', '#metoo', '#变态医生']",https://twitter.com/koyanagilulu/status/1072519452556754946,,
1072113986072653826,1072113986072653826,1544446867000,2018-12-10,06:01:07,MST,2816891696,twinnines,林怡蓁,,"转噗 女人迷 womany: 钮承泽事件后续的回应，可以看见媒体与社会的有罪推定、咎责被害者的言论等，这与 #MeToo 运动后续发展的瓶颈与困境，有许多相似之处，那我们接下来该如何做呢？

 https://womany...  https://plurk.com/p/n2yutt ",,['https://plurk.com/p/n2yutt'],[],0,0,0,,['#metoo'],https://twitter.com/twinnines/status/1072113986072653826,,
1072113624217456640,1072113624217456640,1544446781000,2018-12-10,05:59:41,MST,82256140,yvonneandcat,YVONNE,,"转噗 女人迷 womany: 钮承泽事件后续的回应，可以看见媒体与社会的有罪推定、咎责被害者的言论等，这与 #MeToo 运动后续发展的瓶颈与困境，有许多相似之处，那我们接下来该如何做呢？

 https://womany...  https://plurk.com/p/n2yutt ",,['https://plurk.com/p/n2yutt'],[],0,1,0,,['#metoo'],https://twitter.com/yvonneandcat/status/1072113624217456640,,
1072095041898905600,1072095041898905600,1544442351000,2018-12-10,04:45:51,MST,2219041999,womanyeditor,womany,,钮承泽事件后续的回应，可以看见媒体与社会的有罪推定、咎责被害者的言论等，这与 #MeToo 运动后续发展的瓶颈与困境，有许多相似之处，那我们接下来该如何做呢？   https://womany.net/read/article/17352?utm_campaign=integromat&utm_medium=social&utm_source=twitter …,,['https://womany.net/read/article/17352?utm_campaign=integromat&utm_medium=social&utm_source=twitter'],[],0,0,0,,['#metoo'],https://twitter.com/womanyeditor/status/1072095041898905600,,
1072057445218959362,1072057445218959362,1544433387000,2018-12-10,02:16:27,MST,1405785091,gaus_ee,寰雨胶事录 Gaus.ee,,#metoo 年代，有都好应该？ - 英国大学学生会，有愈来愈多少数代表，例如同性恋、少数族裔，最近西兰开郡大学甚至出现男性代表。 一位38岁嘅男学生选到呢个位，唔少人都语带耻笑，唔少人都觉得「男性代表不足」嘅说法还丹离奇。 其实好几间英国大.....  https://ift.tt/2RIks85 ,,['https://ift.tt/2RIks85'],[],0,0,0,,['#metoo'],https://twitter.com/gaus_ee/status/1072057445218959362,,
1071959062365884416,1071959062365884416,1544409931000,2018-12-09,19:45:31,MST,82299136,mychinapress,马来西亚中国报,,数名香港女空服员披露，她们不仅受乘客骚扰，其他航空公司的同业也曾伸出咸猪手。  http://www.chinapress.com.my/?p=1446528  ⬇看过来⬇ ✌中国报最新网站 「北马人」告诉你北马大小事 → http://penang.chinapress.com.my/  ✌中国报最新网站 东海岸人报你知 → http://eastcoast.chinapress.com.my/  #今日中国报 #空姐 #香港 #MeToo  pic.twitter.com/sRPqyn6lpI,,"['http://www.chinapress.com.my/?p=1446528', 'http://penang.chinapress.com.my/', 'http://eastcoast.chinapress.com.my/']",['https://pbs.twimg.com/media/DuBdCsYU0AUtUL1.jpg'],0,3,2,,"['#今日中国报', '#空姐', '#香港', '#metoo']",https://twitter.com/mychinapress/status/1071959062365884416,,
1071923996424200192,1071923996424200192,1544401570000,2018-12-09,17:26:10,MST,1279840068,jian_bai,Bai Jian,,丽始小姑娘 任人来打扮 仙发老人家 轻声说迷途 #MeToo,,[],[],0,0,0,,['#metoo'],https://twitter.com/Jian_Bai/status/1071923996424200192,,
1071694607719649281,1071444671270813696,1544346880000,2018-12-09,02:14:40,MST,977941594782355456,jiwang4wo,🏳️‍🌈鸡王🏳️‍🌈,,鼻要这样想～ #MeToo,"['marvin_7405', 'muratmustafah', 'raphael15928']",[],[],0,0,1,,['#metoo'],https://twitter.com/JiWang4Wo/status/1071694607719649281,,
1071519780476047360,1000083602330206208,1544305198000,2018-12-08,14:39:58,MST,964105156022304768,carol_19750413,喜八露留@CAROL,,我也遭受了淫秽行为。  「我会引起你的性羞耻。你会成为受害者，你不能说是什么伤害」  「继续出现在媒体上进行骚扰，引导你自杀」  我受到了PicoTaro的威胁。  我必须忍受虐待吗？  我不想忍受它。  #MeToo #米兔,,[],[],1,0,0,,"['#metoo', '#米兔']",https://twitter.com/CAROL_19750413/status/1071519780476047360,,
1071283276843753473,1071283276843753473,1544248811000,2018-12-07,23:00:11,MST,801691796,npost4npo,NPOst 公益交流站,,【周末分享】看不见的手──谁让性暴力受害者噤声？ 　 从年初的法官性骚扰案、6 月爆发的身心障碍机构性侵案、华山性侵分尸案，一桩桩案件激起水花却无法产生涟漪。  当反性侵、性骚的「#Metoo」运动在全球风起云涌时，台湾却相对寂静。...  https://udn.com/upf/newmedia/2018_data/Metoo/index.html?utm_source=fb&utm_medium=u68-18&fbclid=IwAR0IdnGuQ2PpIRKHW6fKJslYA_zTYYGA82qm2gt6p8yXUkZWkn9e8oEeO70 …,,['https://udn.com/upf/newmedia/2018_data/Metoo/index.html?utm_source=fb&utm_medium=u68-18&fbclid=IwAR0IdnGuQ2PpIRKHW6fKJslYA_zTYYGA82qm2gt6p8yXUkZWkn9e8oEeO70'],[],0,2,2,,['#metoo'],https://twitter.com/NPost4NPO/status/1071283276843753473,,
